tweet_id,safe_text,label,agreement
R6DXSJ4P,"<user> First,I am the person who cares4U in ER, no vaccine4EBOLA,hope is pt will Bhonest.My life, my kids lives R at risk.NO COMPARASION",-1.0,0.3333333333333333
P4RS2W5W,Remember when you got the vaccines 1day before school? DON'T WAIT 2 #RegistertoVote <url> #Voto2014 <url>,1.0,0.6666666666666666
DJFM8FXT,"“<user> On average, people who complain live longer - Releasing this tension increases immunity and boosts their health.” <user>",0.0,1.0
XQPT0LJ9,Attend Health&amp;Safety mtg discussion on HPV vaccination w/reps from Academy of Pediatrics &amp; MA Dept Health gr8 info! <user> <user>,1.0,0.6666666666666666
SL52XRS9,Kids in the hospital and dying cus you are uneducated and think vaccines cause Autism -.-,1.0,0.6666666666666666
4E61PQI7,"Prayer is the immunity system of the body of Christ-thru prayer we fight off invasive forces, &amp; diseases that afflict the body of Christ.",-1.0,0.6666666666666666
O9TTQI1N,“<user> New twitter poll: why won't Erin say hi to her boyfriend?” He has measles,0.0,1.0
WJ3PL17P,Check up and vaccination time. (@ Children's Healthcare Medical Associates) [pic]: <url>,1.0,1.0
H0597FFU,"Last of the vaccinations for school. Getting shot up with TB and Hep B. (@ Physicians East, PA) <url>",1.0,1.0
T3I0Y4CL,My tummy hurts. I need to go get immunization records. Go die school system of Portland -.-,-1.0,0.6666666666666666
H1DM0G2G,AIDS :  Children with immunities may be key to HIV treatment <url>,0.0,1.0
BCE8E4A9,CDC: 170 Measles Cases In US Since January: The number of US Measles cases this year is growing. The CDC says 170… <url>,0.0,1.0
IQMDA3L6,"""<user> Screw Ebola, just another fear tactic to scare people into vaccinations. I'll pass"" ain't that the truth!",-1.0,0.6666666666666666
WJRJEZJI,"German measles officially eliminated in North, South America: Health officials say the first region of the world to… <url>",1.0,1.0
LASIRKI9,“<user> Anti-vaccine mothers speak out amid backlash and #measlesoutbreak <url> vaccinate your children please,1.0,0.6666666666666666
D1YYFDFR,AIDS N : Children with HIV Often Lack Measles Immunity: Up to half of children infected with HIV at birth don't… <url>,0.0,0.6666666666666666
6MGQ8HEG,"<user> <user> ""How to Think About the Risk of #Autism (which is not caused by #vaccines)  <url>",1.0,0.6666666666666666
ZCOLETM5,CIA: No more vaccination campaigns in spy ops <url> via <user> Harm from protected medic status ruse will linger,-1.0,0.6666666666666666
SUQPVCM1,SB121 [Passed] Meningococcal disease-pupils to be immunized against at recommended age <url>,1.0,0.6666666666666666
PEAW9BBH,A parent who refuses vaccines should B held accountable if children get diseases. As a medical provider I have seen horrible disabilities,1.0,0.6666666666666666
OIB67WEP,"Overheard in cle. Woman 1 ""Wouldn't that be some shit if I got measles. Or rabies. That would suck."" Woman 2 ""rabies would be a bummer""",0.0,1.0
069IDJ9D,<user> this is my son pre vaccine injury. #CDCwhisleblower #potentiallost <url>,-1.0,0.6666666666666666
DOZBHCZ5,<user> <user> and the vaccine will injure tens of thousands more! #flushot,-1.0,1.0
8N9NWR39,Vaccines only prevent diseases. Cannot cure them. Whoa. #nakamura #biology,0.0,0.6666666666666666
39NKFE80,Thimerosal (mercury) and the MMR stole my son. #CDCwhisteblower #CDCfraud #ObamaSpeech <url>,-1.0,1.0
A6KRKOAV,"Hard Truth: My genes are likely the cause of my daughter’s Autism. Not vaccines, not random chance. My lineage. My sensory issues. My genes.",1.0,1.0
F0HV4ZVL,"Need a vaccine! <user> 60 deaths so far from #Ebola in Guinea, 30 more in Sierra Leone. <user> on alert <url>",1.0,1.0
T8DMQ3XJ,"Deputy Director, Enteric and Diarrheal Diseases - Enteric Vaccines, Seattle, WA, United States <user> #jobs <url>",0.0,1.0
KVHCQMUU,"""<user> THIS LADY TOLD U DONT VACCINATE UR KIDS <url> Never Forget  #StayWoke",1.0,0.6666666666666666
M43Z5KF5,“<user>  <user> <user> <user> not in childhood vaccines. The claim is that MMR causes autism,0.0,1.0
1M5SRIMU,"Congestion, sinus headache, sore throat, body aches. Yep, the kiddos have temporarily defeated my immunity system. #cold #teacherproblems",0.0,1.0
6L7I1E9W,<user> my son developed a rare seizure disorder within 24 hours of his DPT #vaccine brain damage #autism #special needs for life,-1.0,1.0
VJN6DQ6Q,"""<user> Sudden outbreak of measles linked to vaccine fears in the 1990s <url> ohhh predictable.",-1.0,0.3333333333333333
67JCO5VK,Vaccine Safety and Side Effects for Kids from <url> found at <url>,-1.0,0.3333333333333333
8PFOU9OE,"Jim: I think the most worthy opponent of you is you.
Dwight: That is correct, unless there happen to be measles present.",0.0,1.0
4X3VQ53B,If you are against vaccinations I hope you get measles,1.0,1.0
WTSBIHQE,Aldine Youth Center Back To School Fair **Free Immunizations ** Texas Children's Hospital Super Kids Mobile Unit. <url>,0.0,0.6666666666666666
BS6MOKJH,<user> My grandson's pediatrician acknowledged his vaccine injuries &amp; provided a waiver voluntarily that he not receive any more vaccines,-1.0,1.0
85RUHE89,#CDCwhisteblower #MMR #autism 15 months my daughter #VaccineInjured <url> How many more?  #BreakaBillion #UnitedWeStand,-1.0,0.6666666666666666
KR1MKHR7,<user> I would be very interested in hearing your opinion after I know you have educated yourself on vaccination poisoning and Autism.,-1.0,1.0
NITP69Z0,<user> Thought u'd find this interesting as a flu shot enthusiast.Chattanooga man paralyzed after getting flu vaccin <url>,-1.0,1.0
ERUGCOSF,Low key don't even know if I can go to school Wednesday. I haven't gotten vaccinated 😂😏,0.0,1.0
NZ3SW2Y4,"MAL PRACTICE=MODERN VACCINATION=DESTROY INFANT BRAIN=CREATE AUTISM KILLERS ADULT AND CRIMINAL MIND=DEMONS ACT=UN ACCEPTABLE,UNHEALTHY",-1.0,0.6666666666666666
QI6GIRR4,If you don't vaccinate your kids I automatically don't like you.,1.0,1.0
4L2AQAHT,Berkeley City Council to send letter of support for vaccination exemption bill: Berkeley City Council will send a… <url>,0.0,0.6666666666666666
5L54CBEF,"<user> There are tons of risks...mercury contaminates, Autism, weakened immune system. Educate before you vaccinate!!",-1.0,1.0
6Z27IJGD,CDC Says Measles Are At Highest Levels In Decades: (<url> have returned in the U.S. to... <url>,0.0,1.0
BZMEACLU,"<user>  
Yvette. Who funded those books your read in medical school? rates went up bc they added more poison (vaccines) to the schedule.",-1.0,0.6666666666666666
EF8NQM2E,"This small pox vaccine is killing me, my arm hurts so bad.",-1.0,0.3333333333333333
4GOBS3NO,<user> <user> believe me I'm fully aware. But are u aware the amount of mercury in vaccines injected to new borns is 4x FDA appr,-1.0,1.0
MHKBY0OV,"This is how the world ends; not with a bang, but with a Jenny McCarthy-inspired public health crisis. #VaccinateYourKids",1.0,1.0
PKH5INX4,<user> a disease with a 60% mortality rate with no treatments or vaccine that isn't in the US yet...until now. It's destroying Africa,-1.0,0.3333333333333333
J72UM73Q,"AJR95 [Enroll] Designates August of each year as ""Adult Vaccine Preventable Disease Awareness and Improvement Mon... <url>",1.0,0.6666666666666666
HWC4HRUH,"Not vaccinating your child, you risk the health of others around them.",1.0,0.6666666666666666
WJ3PL17P,Check up and vaccination time. (@ Children's Healthcare Medical Associates) [pic]: <url>,1.0,1.0
G56AV35U,Time for seasonal flu shots!!  See your local health dept nurse!  She is an expert at vaccine administration!! Cheapest price in town!!,1.0,1.0
GBWKYZPL,Warning to Hoosiers after person with measles travels through airport: INDIANAPOLIS — Hundreds of Hoosiers were... <url>,0.0,1.0
P7CZ246M,Opting Out Of Vaccinations Requires More Paperwork For Parents: Parents in Colorado who don’t want their children… <url>,0.0,1.0
DV2564QV,<user> The EPA knows and the 4ppm fluoride killed over 4 million babies last yr with the toxic mix of fluoride and vaccines! Whistleblow,-1.0,1.0
FNY3X0VB,There's a measles outbreak in #nyc?? Do we need to get re-vaccinated? Serious question. Anyone know?,1.0,0.6666666666666666
6VGTOGPD,"“<user> Rash of #measles cases traced to #Disneyland
<url> <url> Nvm I'm not going today",0.0,1.0
QLFGNSCB,Ashamed of Oregon MT <user> How Many People Aren’t Vaccinating Kids in Your State? <url> <url>,1.0,1.0
ZCOZ5W6Y,"MORE - Medical Outreach Response Event at Silver Stage HS. Free health, dental, mental health screenings. + vaccines! <url>",1.0,0.6666666666666666
JVLPGJUW,CDC Whistleblower Exposes Ebola Vaccinations Containing RFID Chips <url>,-1.0,0.6666666666666666
40MX3BP9,<user> vaccinations have mercury or formaldehyde in the formula as preservatives. Does that make sense? <url>,-1.0,1.0
EBPABWAK,Ummm you're not Anti-Vaccine; you're Pro-Disease. You're also fuckin' stupid.,1.0,0.6666666666666666
NSSJBULZ,<user> <user> but Andy this dr believes in you. Research is needed to refine harmful ingredients from vaccines,-1.0,0.6666666666666666
9K1FB6BR,"I don't wish harm on anyone, but if your kid gets the measles because you're an anti vax idiot, I relish in your pain",1.0,1.0
9JMTKLAS,"""<user> Vaccines Protect the Youngest Babies. flu vaccine for pregnant women, and rotavirus vaccine for infants. <url>",1.0,1.0
11LFKUYQ,<user> I have heard of lots of kids having vaccine reactions. That's part of why it's important for other kids to be vaccines.,1.0,0.6666666666666666
4I95AF1W,"Yep,MD's job to inform pts“<user> Biggest measles outbreak since 94, almost entirely in unvaccinated people. <url>",1.0,0.6666666666666666
TTLQWD2R,"My prediction, vaccine exemption in Arizona will end soon. To much money is being lost by big pharma.",0.0,0.6666666666666666
LY8C21MD,"“<user> #Measles outbreak climbs to 156 patients, Immunizations were developed for a reason ,because it saves lives",1.0,0.6666666666666666
HZB9L862,“<user> An 18-month-old who had not been vaccinated against measles has died of the virus. <url>,1.0,1.0
3BPMWA2D,"""Time for the new regime
Aks shootin off vaccines
To cure the disease of the dreamless thru a team"" - KT",0.0,0.6666666666666666
V8AAKTIS,"<user> I am aware that MMR vaccinations start at 12 months, well before they start kindergarten",0.0,1.0
4GKG3C1Z,"<user> #MERS now in the U.S.  What is the saying- ""one plane ride away""?  At least there is a #vaccine for #measles.",1.0,0.6666666666666666
QZE8HI8A,<user> UM ACTUALLY NO THE VACCINATED CAN GET MINOR CASES OF THE DISEASE AND SPEAD IT WHEN THEY DONT HAVE NOTICEABLE SYMPTOMS,-1.0,0.3333333333333333
F213HUVV,<url> <user> outbreak linked to fully vaxed kids #VaccineDebate,-1.0,1.0
VZTVBXMK,<user> we are on the same page not all vaccines are bad. But adults I believe have less tolerance being a nurse. My kids were given vac,1.0,0.6666666666666666
MXTKZJP9,"Third, fourth measles cases found in Clark County: The Southern Nevada Health District says its identified two… <url>",0.0,1.0
XFH9UUKB,California's vaccine bill: State Assembly passes legislation outlawing personal belief and religious exemptions: A… <url>,0.0,0.6666666666666666
Q3OQN12V,vaccinated spreadN measles WHO Merck CDC confirm Precautionary principle NOT vaccine courts needed <url> via <user>,-1.0,0.6666666666666666
KKAW7R3S,"<user> <user> <user> Mercury in vaccines? Nothing to worry about, of course.",-1.0,0.6666666666666666
071DYIT4,"“<user> ""The benefits of having measles"" RT <user> How is this real? <url> <url> oh, no.",-1.0,0.3333333333333333
VE1J4641,"<user> <user> vaccines kill brain cells, yes they may do their job, but it is at the same time hurting the brain",-1.0,1.0
EK3CX4V9,"<user> New discovery found that inject measles into cancerous tumors kills the Cancer, &amp; cures person! Natural immunity correlation?",-1.0,0.3333333333333333
QNMJUWI8,<user> I'm convinced you don't need vaccines to stay  healthy...because of my experience &amp; research..(GoodLuck with taking  your poison,-1.0,1.0
G59ZGAUR,"New bill would remove 1 of 3 exemptions for vaccinations in WA state. I'll explain at 5. Tell me if you agree w/lawmaker.
#WakeUpWithUs",0.0,1.0
EBP0KG1S,"PREACH!
“<user> No, the measles vaccine does not cause autism: <url>",1.0,1.0
1MYX55KC,".<user> closes newser: ""Oh, and by the way, have your kids get inoculated."" #vaccinations <url>",1.0,0.6666666666666666
TKN0FIFQ,Syria Infant Tragedy: Vaccine Mix-Up With Atracurium Not Uncommon <url> via <user> ugh,-1.0,0.6666666666666666
64JNSMFA,""" #PTI #ImranKhan <user> 
#MissionImranKhanWaziristan Peace March!!""
end to drone killings. Yes to Polio vaccination.",1.0,0.6666666666666666
45XX1V3T,"Wait, why is the news talking like ANYONE can get measles? That report was incredibly misleading.",0.0,1.0
L12NT9FH,"Dr. Tomas Aragon says #measles highly contagious. Worries most about most vulnerable, unvaccinated, infants etc. <url>",1.0,0.6666666666666666
R314I45S,Anti-Cootie vaccinations are mandatory. #KidLegislation <user>,0.0,0.6666666666666666
VBZRJMBF,"<user> <user> Protection against measles's much better than the protection against mumps. Same shot, different components&amp;response.",1.0,0.6666666666666666
AFHG5JCQ,Just saw Jenny McCarthy in an e-cig commercial. I'm sure her smoking has NOTHING to do with her kid's autism. Definitely the vaccines. Yup.,1.0,1.0
902OTBWX,"RT<user> Bill could force TX parents to vaccinate kids
<url> #Vaccines <user> <user> <user>",-1.0,0.3333333333333333
388E7E9I,"""Catios"". 😂 #MMR",0.0,1.0
AB31TOZ2,“<user> We’re pleased to support <user> in its mission to bring lifesaving #vaccines to millions of children: <url>,1.0,1.0
3WS4IOEO,Measles cases at highest rate in 20 years due to decrease in vaccination rate. <url>,1.0,0.6666666666666666
Z7J9NR2H,Hating is a disease so they need to get a vaccine to cure it,0.0,1.0
NEX48ZBO,<user> <user> when #Ebola was a scare... Ppl bemoaned oh a vax. Now when there is 1 to prevent measles u don't... #BogglesMyMind,1.0,0.6666666666666666
7NMGEAVQ,"<user> I bet they told you the same thing about measles, in 1980 they told me infectious diseases were over #IDChat",0.0,1.0
OBSEZRWG,<url> <user> FDA finds pertussis vax causes baboons 2 spread disease #VaccineDebate,-1.0,1.0
SD5UWS32,They should have poison ivy vaccines. I'd pay good money for that shit,1.0,0.6666666666666666
1DDIC02P,"I really think I'm about to cry after getting a shot, stupid health care program vaccines 😭😭",0.0,0.6666666666666666
C97A2UUE,WHO: Thousands of Ebola vaccine doses in coming months <url> #health,-1.0,0.3333333333333333
SPUB8TWT,VACCINATION NATIONAL CHAMPIONS RT <user> Which states are the best (and worst) at vaccinating their kids <url>,0.0,0.6666666666666666
3M07O2A6,<user> #HearThisWell Vaccines r linked 2 autism IBD Peds Note MMR 15 mos #CDCwhistleblower #BreakABillion #B1Less <url>,-1.0,1.0
B1NP7VQW,"""<user> Vaccines aren't the only thing that causes autism. They are just better at it than anything else."" Ain't that #VaxTruth",-1.0,1.0
3ED5UTI2,Ebola Could Cause Thousands More Deaths — By Ushering In Measles <url> via <user>,0.0,1.0
H1ZGCMBQ,People that say unvaccinated kids are going to make their kids sick are  announcing their distrust in vaccines.,-1.0,1.0
B24MOFLV,"<url> ""Vaccine"" (autistic kids get in free) #leanux15 <url>",-1.0,1.0
EQV52YHH,“<user> Neuroscientist Makes It Clear Why Aluminum Adjuvants Should Not Be In Vaccines ” or sloppy science <url>,-1.0,0.6666666666666666
RD6TH79C,Person with measles also was at Framingham restaurant: An individual with a confirmed case of measles not only... <url>,0.0,1.0
LJIX1KZD,"""<user> Health Dept: SB46 Visitors May Be Exposed To Measles... <url> Glad we didn't go! #ifyouknowmeyouknow",0.0,1.0
AP8D8KXB,<user> maybe its our natural desire to immunize those we love. Like giving your kids chicken pocks.,-1.0,0.3333333333333333
2PP5CW2R,"PLEASE RT <user> Vaccinate your children, you ignorant hippies <url>",1.0,0.6666666666666666
EMYYS0N5,<user> They'd also rather reduce herd immunity and have others' children die than risk their own child being autistic... #dolts,1.0,1.0
9KW85EU5,SB277 has nothing to with increasing vaccine safety. I give shots every day. Get them myself.   SB277 is about coercing families,1.0,0.6666666666666666
VCYXR47S,Hey Pro-Vaxxers I have it on good authority that laughter is the best medicine! No Polio or Measles for me!,-1.0,1.0
EB86B94E,Hmmmm measles outbreak.....I'm sure they checked all those illegals crossing the border to make sure they had their shots..<user>,1.0,0.6666666666666666
A5DKRA0G,Well FUCK YOU Measles and deflated footballs!,0.0,0.6666666666666666
K3WJUC2E,"New Choices For Seasonal Flu Vaccines: WebMD Health NewsBy Brenda Goodman, MAReviewed by Michael W. Smith,... <url>",0.0,1.0
YQ3F21SK,<user> Thanks for standing up for parental rights and family sovereignty today.  We have to live with the costs of vaccine injury...,-1.0,1.0
NSDGVDN7,<user> maybe she woke up with measles,0.0,1.0
OLSOTGZX,Please vaccinate your children.,1.0,1.0
56MCRS4R,"Recovering a vaccine damaged child possible, but unnecessary. parents Do the Work. The CDC, the media are not trustworthy #CDCwhistleblower",-1.0,1.0
YM66O6KW,"Lmao!! RT <user> RT <user> [Ellen comes back on stage] ""Thanks, Jim. Now vaccinate your kids, you ignorant whack-job.""",1.0,0.6666666666666666
PKQNDOUG,First ebola scare....now measles...I'm not getting any fool shot.....,-1.0,0.6666666666666666
R6A6CXK5,"<user> or ya know, if that research was fraudulent (Andrew Wakefield).",-1.0,0.6666666666666666
1ULAOBVT,"“<user> CDC: Highest number of U.S. measles cases since 2000

<url> thanks for spreading the word Jenny McCarthy",0.0,0.6666666666666666
3SZD73DG,“<user> Doctor House and the truth about vaccinations - <url> one of my favorite House moments.,1.0,1.0
VELLK0CT,<user> <user> <user> <user> my understanding is if you could get individual shots instead of combo vaccines safer,-1.0,0.3333333333333333
HF49K1G6,#measlesParties? #parents are u serious???  Non-vaccinated #kids get exposure to build up immunity. #MeaslesOutbreak <url>,1.0,1.0
G8DBJET8,CDC recommends 16 vaccines for kids. Their best defense against diseases that can kill children! #ncga #ncpol,1.0,1.0
R0OURA1A,<user> yep.. Me too.. better to be vaccinated though. Just in case. work in the health field so it's sorta mandatory.,1.0,1.0
GO4M2S10,Swiss Family Measles Outbreak. <url>,0.0,1.0
PIZOMVCE,<url> Do your research- vaccines can and are causing Autism!,-1.0,0.6666666666666666
4NU3JJCE,"Almost empty park... #measles (at <user> Resort in Anaheim, CA) <url>",0.0,1.0
E2IOSETG,Parents in California are now required to vaccinate their children before they can go to school <url>,1.0,1.0
SP6ILV3D,View state-level data of infectious diseases before and after vaccines were introduced:  <url>,0.0,0.6666666666666666
G0K1G8MN,Karen from the Howard County Health Department will be in studio to give us updated information about vaccinations.,0.0,0.6666666666666666
62MRY6EZ,"""We didnt get vaccinated&amp;we survived! I had smallpox measles mumps &amp;polio&amp;survived"" dad.No.U didnt have smallpox.""Yes i did &amp;I survived!""",-1.0,0.6666666666666666
FE3DAH3G,Now they will try to discredit her! Vaccines and autism: a new scientific review <url>,-1.0,0.3333333333333333
A2NWLZP0,#Australia deals blow to the #AntiVax movement - stops welfare payments to those who refuse child #Vaccinations. <url>,1.0,1.0
HXCP3AAM,"""<user> Being pro Healthy Children does not warrant label ""Anti Vaccine"" #VaxTruth #CDCwhistleblower",-1.0,1.0
27CJ1FFI,Remember when I said that it annoys me when parents don't vaccinate their children? Yeah. Now everyone is at risk. <url>,1.0,1.0
YPROXDHE,"I'm never going to go back to Disneyland.
#measles",0.0,1.0
A5GW2Q2S,"Jenny McCarthy's orders! MT <user> When someone has the measles, keep person in a dark room then give him some whiskey to drink KY1889",0.0,0.6666666666666666
RPXHI3DX,"<user> <user> <user> Well it's not a procedure, it's a safe way to prevent disease. #vaccineswork",1.0,1.0
H38XPCH2,"At school getting shit done! It's gonna be a great week! Oh, and did I mention pep rally Friday &amp; game day is Saturday? #Excited #MMR #UTEP",0.0,1.0
0B1S5TGI,Down The Health Department Getting Immunizations For School; These MF's Look Like They On The Verge Of Death #ReadyToGo,1.0,0.6666666666666666
B9OTD916,"I don't know who are the bigger morons, the ones who refuse to get a measles vaccine or those who blame it on immigrants.",1.0,1.0
WG6YC12U,Nothing infuriates me more than parents that are misinformed about vaccines and autism. Thanks for giving measles and mumps to future kids,1.0,1.0
2HOYSY0P,"AUTHENTIC EBOLA VACCINE, BLACK PLAGUE BLACK DEATH VACCINE, YERSINIA PESTIS VACCINE, HIV VACCINE. <url>",0.0,1.0
6J9D8Z0J,why would you not vaccinate your kids?,1.0,1.0
8IK3N1P4,"“<user> On average, people who complain live longer -- Releasing this tension increases immunity and boosts their health.” yayyyyyyy",0.0,1.0
XISOC4AI,#FOD2 Release Party <user> 10/4 #MMR #TheCampaign rydethawave Mixtape Release as well Black&amp;Gold… <url>,0.0,1.0
VWESB7UM,"<url> illegal aliens"" may be to blame for the recent measles outbreak <user>",0.0,1.0
L0IEXL22,"is the ""getting your child vaccinated"" movement honestly going to be the next internet trend because some people choose not to? yall so gay",1.0,0.6666666666666666
2P3OHV1G,If you don't vaccinate your kids you are a unfit for parenting,1.0,1.0
EK3CX4V9,"<user> New discovery found that inject measles into cancerous tumors kills the Cancer, &amp; cures person! Natural immunity correlation?",-1.0,0.3333333333333333
4HWFYXPT,"“<user> Disney, Measles and the Fantasyland of Vaccine Perfection <url> if only i'd been able to read this in 1999",-1.0,0.3333333333333333
X81ZZNQF,It's 2015 and kids are getting measles because idiot parents think they're smarter than doctors and won't vaccinate their kids. 😡,1.0,0.6666666666666666
VS3TX0VZ,<user> <user> ....disclosing the 4ppm of unsafe fluoride in our tap water! Whistleblower! 1ppm is safe! This reacts with your vaccines,-1.0,0.6666666666666666
CCW2XUMM,"People believe what they want to believe
When it makes no sense at all - J. Mellencamp - Vaccinate your kids!",1.0,1.0
TQ9TT1TN,Vaccinations have a correlation to autism and other diseases too.,-1.0,1.0
ZMGFGCGW,"""<user> More states are letting parents refuse to vaccinate kids <url> <url> need to act #tcot",1.0,1.0
6X1OVNOO,"“Measles is so contagious that if 1 person has it, 90% of the people close to that person who are not…” <url> #superbowl",0.0,1.0
7RS8LNRC,I had measles: I had measles when I was a kid. It wasn't all that bad - got to stay home from school for a cou... <url>,0.0,1.0
VQ2A6FMN,Study: Vaccination against measles may have other benefits: A new study suggests the measles shot comes with a… <url>,1.0,1.0
TXQUTVZJ,#CoconutWater is amazing! #health #healing #healthy #immunity #digestion #longevity #wellness #natural… <url>,0.0,1.0
USV2FIGY,"Today on #Blogust <user> writes, ""Childhood vaccines shouldn’t be a luxury."" Help give all kids a <user>",1.0,0.6666666666666666
AXSS7GZQ,<user> Not vaccinating your kid makes you an idiot?  Well an idiot with a non-autistic kid. You're a moron.,-1.0,1.0
8PBYQDD7,"“Health officials investigating after 5 children under age of 1 at daycare near Chicago diagnosed with measles"" <user> WTF!?",0.0,1.0
79NEDW5B,"<user> It is. Pasteurization only affects the consumer, but denying vaccines weakens herd immunity and risks the lives of others.",1.0,1.0
OERK7M4N,U.S. measles death rate was far lower prior to vaccination. Last decade no death: 80+ deaths from measles vaccine. #CDCwhistleblower,-1.0,0.3333333333333333
YRJSAZVG,"For Syria's Children, Polio Vaccinations Are A Rare Source Of Hope <url>",1.0,1.0
CLG2ZLL0,"Anti-vaxx insanity: A recent measles outbreak was traced to one child -- next time could be much, much worse <url>",1.0,1.0
9M84B32F,<user> Everyone that thinks vaccines give their kid autism should spend 30 minutes with a parent whose child died from whooping cough.,-1.0,0.3333333333333333
QVBLNE6M,"<user> <user> I am. Simple statistics and science. Vaccines aren't perfect. Much better than disease, however.",1.0,1.0
93FKK0B3,"Facts About the Measles Outbreak
<url>",0.0,1.0
FA489FHV,You should be taken out behind a shed and shot if you don't get your kids vaccinated,1.0,1.0
EOJ6NRNT,That island is turning into the next Disneyland with measles #Arrow,0.0,1.0
92PGEPSD,<user> No measles!!! I'm vaccinated......I think 😳,1.0,0.6666666666666666
VEMYQ8FV,US measles count rises to 121; most linked to Disneyland: Health officials say the number of measles cases in the… <url>,0.0,1.0
QM1GKEU9,#rabies prevention program using fixed-wing aircraft to drop #vaccine won't harm #pets.,1.0,0.6666666666666666
RQ2WB8DV,You can thank vaccination for that! <user> don't vaccinate you children! Why do you think there are so many f'ed up kids out there,-1.0,0.6666666666666666
OR34PYNV,“<user> Protection Without a Vaccine (using synthetic genes to re-engineer disease resistance) via <user> <url>,-1.0,0.6666666666666666
VJMQALMI,<user> <user>   I'm pissed. measles outbreak  lets blame the American parents 4 not vaccinating.Root cause. Mexican illegal children?,-1.0,0.3333333333333333
2PMX8G4C,I bet our culture and society do more to induce autism than what some people claim vaccines do.,1.0,0.6666666666666666
WFTO3JZJ,The person who visited Super Bowl village with measles &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,-1.0,0.3333333333333333
P6HW43LN,"McDonald and her husband, a chiropractor, didn't vaccinate their kid because they eat healthy. It's just science. <url>",-1.0,0.3333333333333333
5BQTC5UC,[O!]x[O!]~~~💥MMR <user> 🔊🔊🔊 #dc  #dj #serato #like #live #goodmusic #mixmasterrod #follow… <url>,0.0,1.0
HOWO67XV,<user> ;-) what do u do? i have my degree as a health educator...its very frustrating to hear reasons why pple wont vaccinate,1.0,1.0
HSNNK69R,AM-News : Quadrivalent HPV vaccine effective in women with HIV: The quadrivalent HPV vaccine was safe and... <url>,1.0,0.6666666666666666
ZR0DPWJC,WATCH: 7-year-old cancer survivor tells anti-vaxxers he ‘gives a damn’ about the measles: <url>,1.0,0.6666666666666666
JNI7688D,"This is preventable. The good news is, measles cases are usually not deadly. But imagine Polio... That's scary. <url>",1.0,1.0
9NNZQ2FF,People not vaccinated for measles urged to avoid Disneyland <url>,0.0,0.6666666666666666
3ZYZ2KRH,Omg I'm so MF heated. My school is ridiculous won't let me register cause I don't have some immunization. What the F.,0.0,0.6666666666666666
KCFZ4YVU,“<user> The measles may have hit Wisconsin. <url> <url> dammit,1.0,1.0
K7SMD3VA,two dozen measles cases tied to Disney theme parks: <url> <url> protect your kids! Fucking anti-vaxers,1.0,1.0
YD0P87FO,"Parenting or bio terrorism? As usual, it's too close to call. | I Don't Vaccinate My Child Because... via <user> <url>",-1.0,0.6666666666666666
GV0MZDQJ,Vaccinate your kids so you won't have people making up ghost stories about them. RIP Inez Briggs.… <url>,1.0,1.0
